id,minimo_sueldo,total_gasto_inicial
2361,1042470,665096
2362,885755,568748
2363,1108240,690225
2364,"680922,5",426166
2365,"565867,5",352919
2366,"1099052,5",685311
2367,1040580,662362
2368,279680,174819
2369,"972652,5",609559
2370,"464647,5",295871
2371,"241867,5",152070
2372,"631902,5",407309
2373,"467067,5",301458
2374,"918297,5",590305
2375,"636667,5",405329
2376,1067430,699670
2377,227345,141865
2378,290640,190865
2379,583615,363619
2380,666810,437792
2381,"428237,5",276415
2382,532190,342599
2383,339500,218578
2384,1223100,785309
2385,703150,440828
2386,"255092,5",165068
2387,649295,427946
2388,343680,216188
2389,627705,400260
2390,"161972,5",104562
2391,"349577,5",218142
2392,934110,595813
2393,674620,424655
2394,677340,445813
2395,449955,286218
2396,"849202,5",533319
2397,1251715,782852
2398,"164092,5",102520
2399,847185,531124
2400,"484857,5",302234
2401,"449302,5",295634
2402,416845,268995
2403,804765,503880
2404,"506017,5",327167
2405,327600,214945
2406,351430,227118
2407,840950,543234
2408,"919967,5",593593
2409,165735,105850
2410,481140,316824
2411,685355,429629
2412,435120,276823
2413,641625,401507
2414,1140925,725270
2415,"734377,5",472290
2416,263850,165441
2417,1259315,787871
2418,"1131782,5",727747
2419,"1228687,5",781176
2420,734540,471463
2421,357555,227427
2422,"1592757,5",998288
2423,"486797,5",313655
2424,"178772,5",114936
2425,230535,148443
2426,"223102,5",146271
2427,"976232,5",608967
2428,"350377,5",219149
2429,910625,587768
2430,373250,240433
2431,475200,302895
2432,522020,325570
2433,158595,101209
2434,441580,284052
2435,"156792,5",98321
2436,943110,618535
2437,"657047,5",411419
2438,1559210,980544
2439,"375197,5",242101
2440,"1470607,5",919658
2441,454410,288730
2442,"425747,5",267520
2443,295500,188836
2444,"523082,5",326330
2445,"565367,5",365428
2446,"578072,5",361586
2447,572260,357034
2448,832855,532000
2449,1547500,1003490
2450,"687267,5",430311
2451,498670,318557
2452,395910,259540
2453,"294072,5",189814
2454,983410,646215
2455,583170,375473
2456,"912417,5",571281
2457,259245,161815
2458,785300,493800
2459,511960,320187
2460,"1159002,5",727231
2461,"497642,5",310652
2462,667380,439287
2463,"659062,5",433317
2464,233640,149032
2465,744115,478904
2466,"249732,5",161635
2467,"1018842,5",657358
2468,"1550142,5",974345
2469,329900,212858
2470,"528722,5",330764
2471,948535,603888
2472,"811042,5",505881
2473,"631062,5",395385
2474,458790,287569
2475,"617777,5",386519
2476,343785,214593
2477,"623897,5",402559
2478,494720,307787
2479,"920577,5",574512
2480,"263337,5",170115
2481,861485,549065
2482,322560,212271
2483,"695497,5",450650
2484,"220912,5",142629
2485,"502807,5",330827
2486,466095,290163
2487,"644097,5",404692
2488,"590727,5",380666
2489,"721362,5",463372
2490,1069320,681848
2491,"871762,5",573218
2492,"485512,5",311898
2493,"734307,5",460622
2494,725290,454948
2495,"546207,5",342324
2496,540765,356495
2497,"674882,5",423326
2498,862480,557135
2499,712425,453581
2500,"548887,5",360736
2501,458055,292063
2502,"311632,5",195481
2503,282735,176016
2504,"568692,5",365517
2505,"603802,5",388232
2506,957600,610858
2507,"549862,5",354245
2508,"879367,5",578563
2509,"291107,5",181292
2510,340380,223802
2511,1247055,778010
2512,233550,153891
2513,882700,567996
2514,"586607,5",365386
2515,498330,316528
2516,545770,351614
2517,"842432,5",546285
2518,545220,358922
2519,"267977,5",167552
2520,627240,403381
2521,555295,359278
2522,786030,515649
2523,"580527,5",375515
2524,"781962,5",490240
2525,"485337,5",312871
2526,359995,224480
2527,876035,546149
2528,"458377,5",296240
2529,1090575,706541
2530,"664767,5",413962
2531,"355672,5",229953
2532,"575757,5",371147
2533,1191730,744367
2534,"936512,5",602731
2535,536625,346732
2536,479415,301753
2537,398470,249851
2538,804105,530183
2539,"577962,5",360523
2540,180570,113083
2541,"689197,5",431540
2542,"361397,5",226790
2543,507780,323671
2544,"714622,5",461394
2545,1376075,864346
2546,"643902,5",415790
2547,"1555892,5",972938
2548,822485,532959
2549,648995,407684
2550,749100,493800
2551,607005,390933
2552,883840,568737
2553,"513132,5",321102
2554,486085,313601
2555,"1769977,5",1111637
2556,485390,313916
2557,207440,129905
2558,"873552,5",563361
2559,"958517,5",631395
2560,523000,326979
2561,640185,421412
2562,"446582,5",288439
2563,1491145,936103
2564,1073950,684214
2565,654780,421856
2566,"1085357,5",690596
2567,"240767,5",153425
2568,"283237,5",177326
2569,"236617,5",147597
2570,604155,391616
2571,405450,266895
2572,"876157,5",577716
2573,781865,486518
2574,"517787,5",322520
2575,"565077,5",363991
2576,260450,167575
2577,320065,199491
2578,"518837,5",325367
2579,"813612,5",508381
2580,"576162,5",372688
2581,759240,484320
2582,626535,399710
2583,176475,116052
2584,516675,340534
2585,"586612,5",377587
2586,466360,302485
2587,"876502,5",545787
2588,555840,353760
2589,685595,435540
2590,"706657,5",451494
2591,436050,286802
2592,"834187,5",538997
2593,"594107,5",383164
2594,"350182,5",219927
2595,858100,537829
2596,166280,103971
2597,"1118892,5",701605
2598,660550,411379
2599,"835342,5",521516
2600,1097090,687736
2601,"538322,5",345275
2602,"1849492,5",1157851
2603,"349302,5",218831
2604,"1169737,5",753994
2605,1211610,798866
2606,736585,476047
2607,"1493182,5",961979
2608,1517775,966487
2609,"471217,5",300514
2610,802030,527345
2611,534635,335090
2612,1256875,787981
2613,"1350972,5",871698
2614,207040,133710
2615,835930,532134
2616,"641652,5",399761
2617,"1135527,5",733562
2618,565070,353871
2619,583765,364741
2620,668490,428917
2621,339825,216407
2622,609840,388291
2623,"437792,5",288515
2624,224065,143771
2625,287200,179977
2626,"533892,5",345316
2627,"1138852,5",710933
2628,"231342,5",152526
2629,"484727,5",305131
2630,186030,118609
2631,799220,513770
2632,815455,526052
2633,"1821107,5",1171971
2634,1435305,928015
2635,331500,211327
2636,347140,216372
2637,604170,384408
2638,349320,229445
2639,"391742,5",251484
2640,331380,217937
2641,"962687,5",621331
2642,"1009247,5",648577
2643,300960,191582
2644,155250,98792
2645,1178255,762379
2646,172695,108193
2647,"889142,5",555934
2648,"321787,5",200991
2649,853500,548393
2650,435600,277230
2651,362795,226258
2652,"785302,5",505668
2653,"817032,5",512842
2654,1270515,795005
2655,469290,292007
2656,"157297,5",101650
2657,"320887,5",211488
2658,"296702,5",186705
2659,"717037,5",447900
2660,431730,283277
2661,"836622,5",542226
2662,"475522,5",298245
2663,"893997,5",578848
2664,"460467,5",286629
2665,662680,415000
2666,590465,369047
2667,1428570,911667
2668,"600742,5",382294
2669,366810,236264
2670,524155,329822
2671,787885,509450
2672,"1043687,5",654167
2673,382685,238130
2674,934960,582305
2675,"412297,5",265537
2676,"934722,5",614538
2677,449500,282482
2678,662640,423080
2679,859140,547571
2680,"618717,5",386736
2681,1039630,681785
2682,322500,205405
2683,1306620,841121
2684,"541572,5",338981
2685,731875,456020
2686,"1425202,5",910766
2687,970455,607597
2688,"433767,5",279263
2689,"391587,5",253054
2690,873115,544551
2691,602130,376043
2692,858450,563270
2693,"1637827,5",1022260
2694,600750,395327
2695,435960,287034
2696,"686207,5",441627
2697,158645,102223
2698,"1092852,5",716980
2699,291000,190993
2700,576000,360960
2701,"198017,5",128427
2702,"412467,5",266661
2703,1062000,696877
2704,1769145,1161612
2705,"615817,5",384575
2706,"302527,5",199432
2707,1106710,693141
2708,"558467,5",367333
2709,891325,576061
2710,"397522,5",255674
2711,318240,198967
2712,"552972,5",356733
2713,"1101932,5",689965
2714,1206120,755711
2715,"421547,5",264383
2716,265315,166179
2717,"348617,5",217107
2718,399165,262747
2719,206400,135586
2720,"836682,5",524357
2721,"531067,5",344113
2722,"507847,5",318792
2723,531360,338663
2724,339405,215650
2725,640020,400664
2726,1329010,847184
2727,"704812,5",464655
2728,"403987,5",257415
2729,"698272,5",452643
2730,"353552,5",221247
2731,560550,350017
2732,"298907,5",187503
2733,1170180,734647
2734,"294297,5",189151
2735,570785,367766
2736,157545,101876
2737,"522107,5",336966
2738,"317632,5",205655
2739,175260,111791
2740,1081905,713295
2741,741260,462701
2742,"368057,5",230302
2743,"900357,5",581618
2744,"1085372,5",680147
2745,446355,294259
2746,"484617,5",303191
2747,750130,483573
2748,531630,349285
2749,"373947,5",233763
2750,332495,208180
2751,989200,619702
2752,664895,430779
2753,"1137042,5",710824
2754,1148625,738709
2755,720345,452076
2756,"771907,5",507158
2757,"623497,5",390916
2758,"606412,5",397596
2759,156715,98306
2760,"1166412,5",729921
2761,"802247,5",517148
2762,"1452647,5",909887
2763,650605,419305
2764,"649042,5",406643
2765,"1297197,5",828578
2766,403580,252430
2767,"157032,5",101408
2768,"324472,5",213483
2769,"463822,5",290681
2770,589030,379580
2771,"925847,5",590334
2772,"882562,5",553209
2773,"595547,5",374204
2774,355620,223256
2775,712445,461310
2776,"965547,5",605662
2777,"974632,5",628695
2778,1007460,643589
2779,639795,420108
2780,"880432,5",569987
2781,906715,585928
2782,266265,169835
2783,340660,219725
2784,276665,178847
2785,305550,196342
2786,708195,452480
2787,525210,340542
2788,1564890,997832
2789,475250,297781
2790,"739107,5",477008
2791,"705627,5",455900
2792,493020,318085
2793,581895,371239
2794,"607477,5",386564
2795,"1176232,5",757719
2796,"629632,5",400561
2797,1030985,657445
2798,158415,99174
2799,"611117,5",383048
2800,654415,410416
2801,191985,119665
2802,660315,424879
2803,410615,256498
2804,"504132,5",326337
2805,620100,395505
2806,494100,314849
2807,460430,288299
2808,"560512,5",362462
2809,"456752,5",286167
2810,"728832,5",472141
2811,1006695,628409
2812,"407027,5",261698
2813,"211732,5",136509
2814,"974242,5",629177
2815,"459812,5",287717
2816,"554862,5",358375
2817,374355,245417
2818,"696662,5",444471
2819,950400,615740
2820,"1146717,5",740063
2821,"334197,5",215454
2822,1034000,663931
2823,"583562,5",376876
2824,1067750,689070
2825,484870,318491
2826,"785812,5",505624
2827,489645,310965
2828,1333025,835746
2829,493620,308207
2830,"1256787,5",789345
2831,"712422,5",457587
2832,"435537,5",280883
2833,"696982,5",434404
2834,"729632,5",456628
2835,285725,184903
2836,"385472,5",249946
2837,150000,95799
2838,713310,446477
2839,563435,364285
2840,"277107,5",173350
2841,"1137937,5",750113
2842,642270,414467
2843,"446167,5",286618
2844,662575,416057
2845,"716662,5",448031
2846,427095,268070
2847,610560,388571
2848,519225,331528
2849,527555,342074
2850,744890,480198
2851,388150,242472
2852,"321787,5",207018
2853,631915,415271
2854,501145,314066
2855,626090,403619
2856,"730387,5",457175
2857,"922672,5",587103
2858,636645,397443
2859,736600,460110
2860,1054580,680958
2861,485515,304831
2862,391755,249567
2863,"301957,5",189306
2864,"446077,5",278004
2865,415145,268325
2866,478800,315013
2867,641630,414374
2868,538300,346124
2869,1012555,631031
2870,496375,319853
2871,421155,277530
2872,514170,327225
2873,462400,287890
2874,713280,446425
2875,509220,324060
2876,"484812,5",302984
2877,"191767,5",120532
2878,"877292,5",551898
2879,575360,370861
2880,1542925,966743
2881,"745487,5",490901
2882,"509737,5",324206
2883,"978462,5",633232
2884,"1209577,5",756321
2885,"2006907,5",1257466
2886,"666397,5",431421
2887,524280,337255
2888,405220,252772
2889,"509062,5",334589
2890,"542767,5",346294
2891,1002390,624981
2892,"386307,5",248861
2893,407195,255382
2894,324240,206157
2895,"1445132,5",904622
2896,267905,168348
2897,"557672,5",360710
2898,668850,440946
2899,331335,218377
2900,"842272,5",546301
2901,643125,424033
2902,441400,284678
2903,1531360,954739
2904,1125945,740324
2905,357555,235463
2906,"1315897,5",824578
2907,247490,159814
2908,1166175,742295
2909,975160,622952
2910,"244282,5",161015
2911,1027235,645286
2912,700920,459403
2913,692010,454974
2914,"486412,5",313823
2915,"996502,5",656199
2916,"495582,5",308476
2917,887875,556572
2918,771465,481197
2919,595425,383826
2920,969460,625664
2921,1132800,743480
2922,674250,422490
2923,206980,130286
2924,"638897,5",421261
2925,474295,306459
2926,"504417,5",314986
2927,335640,217054
2928,"478877,5",308696
2929,"534667,5",334589
2930,790965,519088
2931,517625,333889
2932,150000,95681
2933,1274935,820473
2934,"686557,5",444070
2935,"506362,5",316514
2936,1384020,881691
2937,"410547,5",265355
2938,"688052,5",443570
2939,356645,223736
2940,950560,597109
2941,638835,410497
2942,"516422,5",331383
2943,"560682,5",350671
2944,412605,270560
2945,403160,261104
2946,"1223462,5",788443
2947,"470507,5",305064
2948,"391607,5",245515
2949,517560,330628
2950,627350,406417
2951,310430,200273
2952,436455,286530
2953,"552372,5",356486
2954,"332572,5",209054
2955,320680,199884
2956,475020,303094
2957,373935,238035
2958,352230,231935
2959,437850,273604
2960,335325,220365
2961,687380,445747
2962,1265130,817357
2963,"787967,5",519458
2964,702715,451338
2965,"157617,5",98632
2966,"373887,5",239755
2967,628510,393165
2968,451260,296590
2969,330740,213731
2970,516915,325176
2971,740315,462840
2972,1157100,735505
2973,209790,133476
2974,"492737,5",316626
2975,680940,447769
2976,1545555,984423
2977,"760722,5",474266
2978,"660522,5",426052
2979,"484962,5",313785
2980,611520,389138
2981,674660,434170
2982,1130215,707578
2983,573895,358476
2984,"205537,5",130622
2985,329720,213239
2986,794475,523493
2987,"682802,5",435402
2988,"157877,5",101489
2989,"510327,5",318842
2990,700125,451983
2991,649770,413305
2992,"479572,5",309772
2993,"245307,5",157847
2994,"508817,5",317180
2995,"593967,5",383939
2996,218670,139419
2997,"1331647,5",858388
2998,918225,602640
2999,"1057102,5",660353
3000,275460,177583
3001,363375,238488
3002,"259797,5",167338
3003,"485362,5",318435
3004,"411052,5",265416
3005,"467307,5",301371
3006,"156787,5",98489
3007,356475,227791
3008,1378210,880226
3009,"518792,5",335989
3010,1328155,834574
3011,754265,486989
3012,938015,587153
3013,530210,348285
3014,"1300727,5",834705
3015,355260,233453
3016,"621807,5",388711
3017,650475,413794
3018,"671392,5",418691
3019,"724037,5",466991
3020,518400,341698
3021,"954147,5",615240
3022,434980,286167
3023,319920,209775
3024,"375232,5",235742
3025,"907972,5",585188
3026,1072860,670021
3027,"477582,5",307898
3028,577225,373555
3029,"173292,5",108042
3030,339205,212198
3031,"581332,5",373155
3032,554130,346680
3033,"275882,5",178392
3034,1009145,631405
3035,"298892,5",193293
3036,"1034342,5",649201
3037,913635,588787
3038,"493937,5",308237
3039,293265,189532
3040,589530,374461
3041,"1900017,5",1228127
3042,"349832,5",218942
3043,1046115,665341
3044,929250,591496
3045,495315,319201
3046,"298917,5",192760
3047,"742327,5",463265
3048,"821552,5",529669
3049,811890,516784
3050,1040525,670804
3051,"948022,5",623441
3052,352070,227748
3053,"822227,5",539651
3054,1041055,671577
3055,381355,237960
3056,278120,179093
3057,"721712,5",450209
3058,"987277,5",617370
3059,845130,554018
3060,"306032,5",191694
3061,"857467,5",565183
3062,966360,604015
3063,"298272,5",192165
3064,534600,350615
3065,157435,101607
3066,"565927,5",363707
3067,1172950,733409
3068,"270472,5",169562
3069,1278375,814616
3070,"288547,5",180519
3071,582230,375680
3072,256620,169078
3073,598130,375501
3074,1122240,723936
3075,536670,342602
3076,"552877,5",357867
3077,470250,308668
3078,985475,633913
3079,1286250,817980
3080,450450,287689
3081,543490,351947
3082,"631067,5",392778
3083,1195865,748487
3084,"343612,5",219049
3085,463940,289631
3086,207075,129186
3087,"575547,5",359789
3088,1117215,710894
3089,631045,407642
3090,824445,530860
3091,"492237,5",317089
3092,166675,104557
3093,715480,448229
3094,"650217,5",420850
3095,697080,443204
3096,150000,95535
3097,493065,317354
3098,1167020,753608
3099,"1149092,5",719508
3100,823815,514553
3101,1190385,765394
3102,"282652,5",176438
3103,672775,420108
3104,"568642,5",362377
3105,"507937,5",334246
3106,791070,512014
3107,"678312,5",425127
3108,1537420,1011837
3109,601425,382395
3110,"326942,5",205641
3111,"366482,5",235747
3112,711255,447146
3113,"622152,5",390129
3114,1543455,970577
3115,"1452667,5",907668
3116,172025,110662
3117,447730,289031
3118,1086065,702334
3119,1011805,643778
3120,"992617,5",619468
3121,"1047262,5",675441
3122,594505,370682
3123,"846642,5",529859
3124,"347852,5",224560
3125,"157147,5",101362
3126,"319997,5",206630
3127,"156762,5",98078
3128,636975,398720
3129,393525,258755
3130,"647122,5",404533
3131,"679297,5",427273
3132,"311507,5",194517
3133,259835,167049
3134,405840,262336
3135,"1417392,5",887762
3136,405945,267114
3137,292665,192865
3138,"660672,5",413429
3139,301455,192105
3140,1642300,1059169
3141,449950,286364
3142,276220,178302
3143,"554412,5",356676
3144,739755,461440
3145,1151900,717899
3146,625320,397407
3147,242310,159532
3148,"444767,5",288589
3149,785220,499427
3150,456120,299032
3151,603885,390109
3152,"878897,5",549908
3153,603230,378795
3154,808610,504243
3155,"469132,5",301703
3156,640920,414448
3157,"543467,5",349085
3158,1095230,682801
3159,"282202,5",185235
3160,440225,275325
3161,"712512,5",458638
3162,736180,459363
3163,"1326132,5",828756
3164,534280,333558
3165,1445595,935600
3166,765360,476690
3167,529880,331608
3168,1366705,852499
3169,"366352,5",229249
3170,"859147,5",553654
3171,"696257,5",451337
3172,559495,362176
3173,1024255,658414
3174,1219920,775570
3175,"1418642,5",886013
3176,"579432,5",368605
3177,431685,283292
3178,343195,214974
3179,"546422,5",342881
3180,"441547,5",285906
3181,"1056212,5",659386
3182,1042665,674284
3183,"546677,5",341927
3184,"617422,5",387312
3185,"185607,5",119833
3186,507600,323118
3187,1117185,719060
3188,304800,200601
3189,150000,95617
3190,"474277,5",301796
3191,799470,510665
3192,331760,214081
3193,"367932,5",238015
3194,569930,355575
3195,"521867,5",338222
3196,317625,202516
3197,"329842,5",217493
3198,487545,305742
3199,"898862,5",578461
3200,"156542,5",98180
3201,"482842,5",302727
3202,474070,305591
3203,"1056732,5",681842
3204,303045,192720
3205,591765,381288
3206,532890,339556
3207,325425,209872
3208,"737272,5",468514
3209,"679682,5",437644
3210,596970,380515
3211,"729392,5",456895
3212,"332207,5",207514
3213,"984737,5",617090
3214,292665,186817
3215,984565,633997
3216,638330,409673
3217,984620,615697
3218,"904917,5",585826
3219,150000,95365
3220,519085,334535
3221,539725,347426
3222,665850,436478
3223,488400,310274
3224,747615,490161
3225,643460,404472
3226,"763142,5",476555
3227,"1103437,5",690103
3228,177840,113021
3229,"505692,5",327129
3230,"311202,5",200924
3231,576130,371554
3232,"345477,5",214968
3233,877230,575686
3234,817675,530263
3235,1109200,695825
3236,511175,335073
3237,1110795,692755
3238,472780,296675
3239,438165,287302
3240,654720,416880
3241,"639162,5",413637
3242,"644192,5",415597
3243,"445142,5",277506
3244,"781042,5",514899
3245,470925,300023
3246,1368285,881630
3247,"342392,5",220169
3248,"757627,5",488820
3249,"684932,5",428860
3250,388045,250216
3251,"945217,5",621282
3252,313385,195953
3253,676120,423226
3254,1116160,719495
3255,299880,186693
3256,1478585,959974
3257,378335,244645
3258,293295,182983
3259,"555382,5",358669
3260,"518342,5",334965
3261,"1500252,5",985120
3262,428375,267684
3263,704320,443344
3264,788700,502047
3265,467445,300743
3266,"580552,5",370408
3267,"376077,5",241962
3268,278100,177380
3269,544500,347302
3270,605955,398527
3271,819700,511866
3272,"495002,5",310097
3273,436440,280762
3274,"594657,5",370714
3275,273540,179885
3276,"245227,5",153578
3277,265575,165836
3278,"415692,5",260701
3279,"694417,5",432984
3280,468720,299166
3281,305745,200387
3282,529255,329246
3283,879340,551711
3284,303365,194862
3285,677700,424854
3286,"1127312,5",719442
3287,351000,223808
3288,539570,346772
3289,698290,438737
3290,1014605,652155
3291,1529860,986876
3292,240865,150620
3293,884755,552075
3294,"820652,5",529172
3295,708195,442950
3296,1059245,682868
3297,558675,367241
3298,"485297,5",318505
3299,543090,349744
3300,"351462,5",227114
3301,229255,147959
3302,"237687,5",148644
3303,"324632,5",208977
3304,1449815,924700
3305,877605,567963
3306,796695,511839
3307,"1214322,5",785480
3308,582795,370540
3309,755135,482041
3310,"462437,5",289305
3311,158240,101754
3312,"434082,5",280447
3313,"162832,5",104948
3314,"677772,5",439493
3315,698760,437512
3316,623050,390010
3317,391845,253761
3318,1165820,752103
3319,547965,359187
3320,"344217,5",221321
3321,539275,349642
3322,979030,631984
3323,"365222,5",229392
3324,"444192,5",287553
3325,"399062,5",250132
3326,373945,234100
3327,641575,400405
3328,"439212,5",275021
3329,"1132392,5",710019
3330,"480532,5",306828
3331,"300662,5",193127
3332,"449612,5",282745
3333,1055865,681565
3334,837985,533544
3335,"813782,5",526897
3336,761520,501203
3337,427140,280729
3338,681115,438421
3339,459015,295251
3340,"578792,5",372971
3341,150000,95537
3342,"466137,5",292363
3343,"754482,5",471396
3344,1222640,764486
3345,"684522,5",442571
3346,344565,221480
3347,646180,404180
3348,781990,506147
3349,"666952,5",429095
3350,"1020707,5",640522
3351,"547412,5",359804
3352,"683292,5",426535
3353,"505957,5",322784
3354,365285,228362
3355,314325,196283
3356,1531430,976675
3357,"157417,5",98276
3358,205875,131458
3359,"616312,5",392216
3360,"760487,5",475114
3361,514095,321223
3362,158090,101836
3363,270445,168325
3364,1229455,793503
3365,"564127,5",351874
3366,"472332,5",304980
3367,537980,337756
3368,150000,95650
3369,256855,163643
3370,410195,257099
3371,158600,100766
3372,793720,498111
3373,"487522,5",314695
3374,"534502,5",333682
3375,"384532,5",239312
3376,499750,323598
3377,150000,95786
3378,1276800,839936
3379,1083710,698576
3380,150000,98482
3381,852415,531532
3382,653050,422519
3383,1475230,940288
3384,1034105,668819
3385,"1237712,5",797797
3386,157650,98573
3387,446410,286777
3388,748090,468002
3389,1125220,726860
3390,355135,222654
3391,"973862,5",628252
3392,"305702,5",196614
3393,"469032,5",294561
3394,1085830,690939
3395,"606377,5",392007
3396,"447187,5",279079
3397,"518642,5",324139
3398,493430,308677
3399,1054270,678894
3400,"420967,5",271510
3401,1039995,684661
3402,"1224202,5",791982
3403,"438562,5",281389
3404,1108790,711839
3405,565410,366927
3406,"287677,5",185568
3407,512300,331936
3408,731325,466394
3409,655765,424090
3410,1225125,804736
3411,"562802,5",361875
3412,"591402,5",369140
3413,1717185,1108621
3414,1107800,716528
3415,317520,202108
3416,444390,279272
3417,"1024367,5",660446
3418,"822127,5",540536
3419,"757102,5",499086
3420,1066525,679585
3421,"514552,5",328415
3422,"158032,5",101981
3423,505305,321419
3424,1385015,868017
3425,674535,428777
3426,631110,401382
3427,"181772,5",117909
3428,478800,304391
3429,329965,212995
3430,"422807,5",264260
3431,674490,436795
3432,373680,237632
3433,712790,459809
3434,203900,132210
3435,"430917,5",270638
3436,626940,399945
3437,"658717,5",410954
3438,"310537,5",204114
3439,169050,111114
3440,514880,333375
3441,1369875,883867
3442,567450,361146
3443,"1710212,5",1089606
3444,535350,352770
3445,"680972,5",425413
3446,"485617,5",309583
3447,514845,321765
3448,"547612,5",342809
3449,664050,422920
3450,478060,300148
3451,150000,95283
3452,"685327,5",429266
3453,198900,130924
3454,1317995,850611
3455,378420,245507
3456,552210,364022
3457,386835,250180
3458,600715,377810
3459,413220,271732
3460,"747437,5",468193
3461,1078545,688860
3462,701845,452664
3463,"158582,5",102205
3464,"283717,5",186235
3465,635925,396364
3466,"158192,5",101616
3467,455820,285290
3468,318765,209748
3469,"652542,5",420970
3470,"677442,5",424790
3471,994530,623678
3472,461115,297810
3473,"653957,5",408263
3474,509530,318794
3475,365385,234693
3476,"692672,5",433717
3477,"320077,5",200476
3478,158810,99104
3479,"449062,5",288569
3480,"984082,5",648007
3481,"310282,5",194276
3482,490115,316659
3483,"695427,5",450918
3484,"671302,5",431436
3485,330960,210853
3486,320070,204213
3487,"924022,5",599023
3488,"630912,5",407828
3489,"1233357,5",772363
3490,779545,503141
3491,"1493017,5",949766
3492,618125,399865
3493,755195,475583
3494,"437447,5",272554
3495,"694312,5",457804
3496,651555,406876
3497,"490702,5",323394
3498,490010,307431
3499,1191620,742327
3500,"434362,5",277500
3501,1196530,770788
3502,684375,429047
3503,"540722,5",337663
3504,1455115,941983
3505,232800,149562
3506,383145,244843
3507,905250,564750
3508,437310,287848
3509,"460757,5",287700
3510,"597957,5",374371
3511,"158112,5",101814
3512,"669602,5",441275
3513,382815,243949
3514,382665,251385
3515,363235,234506
3516,"491577,5",317473
3517,1271460,821416
3518,383410,252363
3519,897205,562204
3520,"1132467,5",731567
3521,909880,588173
3522,571080,369429
3523,"1249302,5",779413
3524,426300,271402
3525,"461607,5",298795
3526,957375,609185
3527,"511402,5",336836
3528,"481287,5",309809
3529,413295,259075
3530,712450,445474
3531,"306652,5",195500
3532,"788657,5",509122
3533,549080,354846
3534,1125095,702282
3535,"743937,5",465526
3536,753080,484855
3537,"572572,5",370145
3538,"1163062,5",766362
3539,159030,101226
3540,"990817,5",622640
3541,"1269457,5",794590
3542,461970,293553
3543,"698957,5",436268
3544,"1218587,5",777208
3545,"579597,5",372666
3546,"1001097,5",647057
3547,1123785,726454
3548,740205,465094
3549,"1437252,5",947596
3550,554330,357846
3551,608675,380141
3552,"525777,5",339654
3553,"328027,5",215744
3554,"382217,5",238174
3555,615120,391359
3556,422340,262854
3557,"856857,5",538207
3558,331320,218093
3559,1108440,689776
3560,"298142,5",186863
3561,1341400,864359
3562,"620287,5",388684
3563,"605167,5",378160
3564,1018060,654469
3565,341850,213560
3566,"581412,5",362954
3567,815810,527708
3568,"304472,5",190537
3569,463140,295731
3570,"240037,5",158198
3571,"602212,5",375561
3572,452695,283620
3573,701820,460419
3574,413415,258700
3575,"752522,5",487953
3576,"930047,5",592192
3577,503635,315434
3578,552640,346425
3579,406350,266881
3580,"446147,5",279135
3581,246265,158518
3582,"866937,5",541948
3583,"982217,5",631736
3584,558495,366753
3585,783075,504466
3586,"159837,5",103558
3587,465075,295841
3588,"753332,5",469795
3589,"1298172,5",811197
3590,"857742,5",537369
3591,498020,322029
3592,"1154917,5",720342
3593,"326527,5",208185
3594,198075,130221
3595,"587067,5",379598
3596,530830,342580
3597,260195,167765
3598,156550,101159
3599,460620,288433
3600,252120,161112
3601,1006250,629140
3602,303740,189640
3603,"775967,5",483849
3604,"981972,5",612460
3605,"532007,5",343275
3606,"1039352,5",667439
3607,838555,526015
3608,785580,508737
3609,561100,351258
3610,546555,340798
3611,157270,98475
3612,994005,635067
3613,779555,488078
3614,"282287,5",183078
3615,"895127,5",561479
3616,1557600,1025287
3617,362830,226311
3618,"518637,5",325946
3619,465775,299574
3620,1449550,905582
3621,604550,389359
3622,1147520,715719
3623,629850,400208
3624,156795,101442
3625,"667427,5",432054
3626,822050,529164
3627,1219840,787318
3628,919930,591836
3629,"470992,5",309909
3630,"481747,5",306857
3631,"461122,5",297423
3632,"690162,5",432745
3633,"482282,5",301796
3634,"648707,5",405700
3635,"2051912,5",1288186
3636,367500,241468
3637,"739537,5",471684
3638,939360,589256
3639,565890,366504
3640,"592772,5",383393
3641,698810,450369
3642,"492492,5",319333
3643,192455,120593
3644,587255,367043
3645,"813732,5",525629
3646,"1039542,5",669887
3647,"704932,5",447843
3648,425690,266406
3649,"459482,5",287018
3650,"370887,5",233075
3651,645385,404587
3652,473830,306009
3653,"483297,5",310429
3654,"980622,5",613823
3655,"1194402,5",746797
3656,1193010,786623
3657,"574982,5",371675
3658,328720,205281
3659,"608457,5",393138
3660,557820,359853
3661,490500,322157
3662,"221592,5",142727
3663,1262275,811529
3664,1935320,1246011
3665,"398117,5",257060
3666,906300,594695
3667,"513742,5",321538
3668,"491647,5",316869
3669,432315,283989
3670,435420,277225
3671,"919617,5",592806
3672,"1389837,5",870782
3673,557805,349569
3674,1573105,984380
3675,422280,269580
3676,"811417,5",523138
3677,639185,400467
3678,796175,507118
3679,735600,459438
3680,"256822,5",165590
3681,791190,519471
3682,1415115,899970
3683,503730,321132
3684,"574687,5",369730
3685,391875,257672
3686,"351957,5",219926
3687,"156667,5",101511
3688,824445,524979
3689,"436907,5",281516
3690,1059300,694443
3691,"325527,5",203111
3692,"308022,5",198568
3693,457200,291650
3694,"1722092,5",1074335
